id_cliente,nombre,es_platinum,hash_clave
C0060,Cliente 0060,false,f22f6c91959489821c642b0283d44ae78cb017cea2cbae41d9ecba6caf6386d5
C0061,Cliente 0061,false,a71108e8b589f993aaafdd628bcc47364084cc87469432a64139a3aaf633efd4
C0062,Cliente 0062,false,75d021fa53f899654f141cfc431650dca478dde5616501dcd82892c6c137e774
C0063,Cliente 0063,false,31198ad840a397a48e8c50619ba104d6b5cced5e1e29f9c8a75467f95687181f
C0064,Cliente 0064,false,9cc6392b6f5346896a6ba60356c6b8bf40e34f8543b9106800d062a34a81adf3
C0065,Cliente 0065,false,82193632b9a3309d59b914626bbecfae92ad6082cf22f5a6e2d7155a8563879a
C0066,Cliente 0066,false,d0348068ed9b8509cd3487b733d526c91dd9e3021319d2dd81abca6b47ce7e4f
C0067,Cliente 0067,true,15e661352edb42f8338dfcceae2c421afc3b62b63c2fe6a878ca2101cab61da1
C0068,Cliente 0068,true,bfba5696033fc75d6ca73023452598928791d441e06626e6f1168b7cc69d4df7
C0069,Cliente 0069,false,1065d651f6c738dc2cfbd6f7704a046dbe382445b35a4f194547648c8a7877c2
C0070,Cliente 0070,true,82064bff8f377ee10447364dfda01209a6ca41c4ea87809bf4f6c9c6515d4609
C0071,Cliente 0071,true,be06839bfcd2f85e80fc0edadfd88ef615b82c7b1b66a267b7ad6e5f52c61bd4
C0072,Cliente 0072,false,a86ade7672efbbcffa36f4c38f0c692a3dbda21cdce8ad271fdc9dc60f8de67a
C0073,Cliente 0073,false,8c1ed98c482e7f3cf4e8ba549df03e35967e0cd6adb67a2dd8b1db98a0427f15
C0074,Cliente 0074,false,87f72b07aa79fa7c3e6c9c6006ec864fc96770fd409fea75391483c6336abdbd
C0075,Cliente 0075,false,866671ae3374a1849c582bfe15a848cb1d506281e6f3207cc96267e9bff81e5a
C0076,Cliente 0076,false,fc4fe646130fde876169d50dc1029cf7693e972687a96fd5c50b3fac9aa0f617
C0077,Cliente 0077,false,5a26fc16d4f1a0ce7b24f69a833b3bb8fee8cd928e27c73da74843cecf4349d2
C0078,Cliente 0078,false,a244b0614a140e62fad438cc3ff6087ddc9d0bcd230744d9bfff3994eb28053e
C0079,Cliente 0079,true,7eb874cc6e5e9ef623745a615f50662ea427384b9a2286e923737daaadd85a2c
C0080,Cliente 0080,true,0cdb93435f04297bdc9f4cb49943a0fcd0310f2b37258390a85686531d86681e
C0081,Cliente 0081,false,5b4ff759881fc2b04b7f082451a2eb71720b68fc70ad52f669590ecf17b6e3b4
C0082,Cliente 0082,true,db07f89a0a250365471ea029ff70c8b402647f5c4d4e3ea449d8051ed20ae557
C0083,Cliente 0083,false,3d64bfdb6b1b0ce5213f9388d418d4080ebf7f83c58a37bbaa2318816c7609cd
C0084,Cliente 0084,false,a35531c208c885955f37ab1d3c785ef88b00d535594837dd9fc92c6b75547380
C0085,Cliente 0085,false,71a19aefa54953d111e6ea71c5594822819913633792c749da246f74d3100647
C0086,Cliente 0086,true,5c9543ef5e6a866bb1b4492643181acb51e784ac00d94fe06f22ea18986cb733
C0087,Cliente 0087,false,39e0c674e47d466b2cee8b38e19c53194635f6097c0c5562d1f3b9190e5796c9
C0088,Cliente 0088,false,2089a4c40a5b84512ec70833a8f2449d34066ea68641ff2600d55ba3de3e5199
C0089,Cliente 0089,true,163526ebfd4767d63f5697ea37f5593e26307405dabf4f2a9a7cb665fdc579eb
C0090,Cliente 0090,true,bd68fec54cccc8ea1c6c9e918555c0dcd5af0ac098fbca7dbeace0f753cec454
C0091,Cliente 0091,true,5203788f29bf15d533ada1440370e51d4524248b3f4f7bec774345974e7b9e5c
C0092,Cliente 0092,false,e0a355b15c0b864d09ac60e015ee3d8a7e6e4b24412ee141f3f01d090abcb161
C0093,Cliente 0093,false,ced9dff6148f43cd19f5e955fd63d04927b840ec893733897e3f57d2a3b6c576
C0094,Cliente 0094,false,3c81a40af0eb63bf037438131774cc5e42832c10180216181210818e20407092
C0095,Cliente 0095,true,9ad0fa492f2dae2e7652583fbcf11dc2a186855248f4f4336ca93213b6ad163b
C0096,Cliente 0096,false,278a171b39c4a847230808b172403813c86d4c080ea3d224ab84222e1345797f
C0097,Cliente 0097,false,53e275f28ad6ab5e8a03884945a42df7633d3f1c0b73790c24ac019b8dbcd6ac
C0098,Cliente 0098,false,4e992b97a4be43aa0df1f204fe77b895da41a1d73b46b3ec866815dcdae8be4e
C0099,Cliente 0099,false,1752845a4fd08f518786e7858da50737252d8716ba305430d551802daecb007a
C0100,Cliente 0100,false,40f3adf04d1cabb2a0ffe23d87c6b2921b209fa329a57ca772f16c77b2dd0e56
C0101,Cliente 0101,true,0109aa3fd7f7f0447682f9632e100fe22da0710ee2fe9f67b704c85b5b39f7e1
C0102,Cliente 0102,false,0dd5a4b97bc83a0ed662e7dbe46c477aa3a8f89764141fa92eba54cbcef47d91
C0103,Cliente 0103,false,e3ca99b720488325fa667234d72d7da16e127982611def9554e64b1ab71537b7
C0104,Cliente 0104,false,3ba55a86f0773e43ec941bba0bc31d36e0db915004ce7e0259a2e484be49dfa8
C0105,Cliente 0105,true,f82805aa23e4f5daf995e0b3766bcb0da18ec41250f3ebf8a24971f482aabc5d
C0106,Cliente 0106,false,eebaa4f661e3ba95a6ba8d7dd3c1b29597495d79d91a95ede38254106965252e
C0107,Cliente 0107,true,ec228201eabfc06d23b771d0f74567197c9f9bfa3527f5ef0f70fc9aaa2cdf30
C0108,Cliente 0108,false,8b6850c2f7d1525caa2d71cdbb7592db4bb9bc117b184a11422d72939965016d
C0109,Cliente 0109,false,34676352a1b50a592c0a27a648430d36fcb371d72b928aeafffbc297563f741c
C0110,Cliente 0110,false,06249cc9b35401d0f097c2d674dab43ffbd983e18cabf4dd2767237c47e4c32a
C0111,Cliente 0111,false,d01cdef74f72feab7bc9db730b756bb7b6e8a68d3b895b934ca756756df88114
C0112,Cliente 0112,true,73894ac3612f546067e31d9d9f26577fb0cb7819a330ed18c45c1d2fbd65235c
C0113,Cliente 0113,false,68b02728de48511882e4ffe134641edaa316a56dabf6d82788784cb4d364623f
C0114,Cliente 0114,true,6c5b3869735ce21b8daa912338213d286bd949757018914d0b6fdefa042050de
C0115,Cliente 0115,false,afe89e5c2407b1f6d17763ca1eba4c6bb0101952a8dff4c9883d9929120c509f
C0116,Cliente 0116,false,165a6b683dfb115097753bcbe471e1898a019b6dc03a0c0ca5362fcbac511f38
C0117,Cliente 0117,true,c388508b0e9aa58009c5e89db7a109a868ddb38aace222b7e9d32b77889e5dcc
C0118,Cliente 0118,false,02de21be7588d4ba7f7f02cd471b5828cb77a4581d5411353b7667eb107a01b3
C0119,Cliente 0119,false,b1c2b386f256b37a3b5b0cc09cb8e4b92dac5ad7029727db392f230abe9142c5
C0120,Cliente 0120,true,c6418bc591c5efb7f798f8f1c0e3f654601551dfe47ee9ce4ac4eee487550b14
C0121,Cliente 0121,false,30e1b81cd471541e40a929f2fe04b79c41c764e16cd33a83579b133de873cafa
C0122,Cliente 0122,false,5e2362bacae497296d7bc12a91c4655bde404dc23d9484d49323f0660f992325
C0123,Cliente 0123,false,529c7ce85db8400173f08829148bcd9c1f506fe9246234e40298ae5c44e6d767
C0124,Cliente 0124,false,6c02d642ff579429152c75f3595c4e8191bed6110d7123afcf7b7da9ed3bbfca
C0125,Cliente 0125,true,77dbc49487f74ed959e7d1ec0c24bfc3bef0f59c152d2f40a1ecb2c243132628
C0126,Cliente 0126,false,790652b9d3b9e44bfc5f93bfabfaa0e0795ef956b94814acc9635fa33507d08c
C0127,Cliente 0127,true,ce9dcb795088c812ab5d306a83c258451b4a27fe1bc6ef58ab72891bfd82736b
C0128,Cliente 0128,false,50017edabdd1d191602eb767f4d152c9bfe1df69fed7105a8500050b5f2e339e
C0129,Cliente 0129,false,1ff0792f503a9d2e7f9c6f9bbb292126bb2b5e5c6ebf453c145525d20677f92f
C0130,Cliente 0130,false,e5a859e7ebeb000d18c5c63e7a55a667704b8cb38e299e1df8a24765d46d22e4
C0131,Cliente 0131,false,d246f8b592adfab9542189ae6dcf90483992fcf352abdc0351b31c3e407cbd88
C0132,Cliente 0132,true,ec284af9ca051f74f47d6962e4ef2a5bfa86067e1ddde57565fe5d5f5e64923e
C0133,Cliente 0133,false,d57ceb9a22238c1bd340d82ec720237d8189f8aaede087181e903fd76f2f36b7
C0134,Cliente 0134,false,f50413f616cf026ad041c7c8efd7402f6baea8f278277d44d4661546be0e7cfa
C0135,Cliente 0135,true,ea4edd6173d6fa549ece2de948acab4a507f9af591dcbefc7e9a194b308212fd
C0136,Cliente 0136,false,59f03d851d373ee5d7ebda212b833f850c94fa2412c76bf48b70ea438b31f3f4
C0137,Cliente 0137,true,1e547070f81736d7fb187b29335385b7b272a2846026dc155885eebfa26411d8
C0138,Cliente 0138,false,0a790e06edd4e14d7ff881a0124fffd372164a848f8d3160c25c1d6cfd00ea4a
C0139,Cliente 0139,false,41a0097cf0980b8076439fbb6c44496c2c72747982cb2f9b7edc2275493f7c8c
C0140,Cliente 0140,true,034524df1c888046028cb1afa0732efd1df2dbf8e3bb5813e8bc80d69e4984ec
C0141,Cliente 0141,false,f672576e72cedf977efb0d7a4a28c8efe5c320c4e40a02b8ab341d514cda0ebe
C0142,Cliente 0142,false,69225504742212054118ce0ab925a46baf16477c91130a10b0f24ed847500dc0
C0143,Cliente 0143,true,82c98a2419969ec63e0cea62fc40df503b8f367cce79b99935d1143e80e5f523
C0144,Cliente 0144,false,f7efd3d148e513feabc48d42cc2877733c558a044dad985f5b43c1da8051cfe7
C0145,Cliente 0145,false,644f705daa66e064a70a213768ccb1f438c8834662aff38b3c303e91fc059adb
C0146,Cliente 0146,true,f8ca1ea2fe5a758ca613e5a2b1f773fdd0361cbd67d1ee10dd18c604730966b5
C0147,Cliente 0147,false,7e9e782d4a447c77203cbaf9b0c566a125a50abb736ee72f7262bf87309b4d92
C0148,Cliente 0148,false,f8a64cf6818fe540afbbebe28c16c607b5f44aadf6a44af9fe07940929bc45dc
C0149,Cliente 0149,true,af49692d35033f135ad95b96c4368090eb18bba21624fe2ea85e81678e97da02
C0150,Cliente 0150,false,8aa6596695dbf08e44d5bc1886333bd1ff6e71eb63b501a0947185f453dbe13a
C0151,Cliente 0151,false,61a3b7d536dcbc3ce235dd7f74b7478decff5ee79dddaf8d2f2b8b82a6113fff
C0152,Cliente 0152,false,e28bc63fcf934c51a8da98648558adea01ea3f06fb1e780e44e2a4bc29c48952
C0153,Cliente 0153,false,b587c3922ea31fbe285e826cab420129f14e6e4672d3c83a5bd1c52c73036334
C0154,Cliente 0154,false,77ddc2716ea016c0a51f147f8a88c845352a4e7067e2a1a5f87759ea10e2b061
C0155,Cliente 0155,true,2217edd85e9ed3db68d84c5fb5cf8f8d4c96d8e77694c3694aa7f7875bc978a1
C0156,Cliente 0156,true,bfd7172792c881a20f8be5630d462edaa826a2c472653a7b376616036afe0324
C0157,Cliente 0157,false,df798ba849cc6426ad8b02bbf103ff3d8f6596efb54992f28a85a94a28e82d5b
C0158,Cliente 0158,false,bb0a7bbce88e9d7550b42cff6593b758dd86403915a2944bdf548af21e8d854f
C0159,Cliente 0159,true,2706bab62df7d6cf420fd6ca654776cb72536af393ad28c78adc1cb0e93f058c
C0160,Cliente 0160,true,a5b1fedf5364748f2e87ebd1e5f7de6018d132c21ab6ad5d959d2b794ced5482
C0161,Cliente 0161,true,81006f927f594946be98f0306c30680c1cdbbf6e517feea54000621ec43e4abd
C0162,Cliente 0162,false,a5bd5c8f6971aa1cc1c5a0bc11bd3d088bde366bd8e4b364e18c7fe90fec398b
C0163,Cliente 0163,true,7993cfc8155d6d497dde82adef1c0e86dc6bc060d83c82b4d45670342d02160a
C0164,Cliente 0164,false,493b62dd34db43cc83debea98d7d6d0e3491002682413e535228292f661b3737
C0165,Cliente 0165,false,5fa26959f5babcccb94b1bebe0da381e0eb9dd98a7e4dd6ad3e9014de8173d0d
C0166,Cliente 0166,true,e1d5b451d8e9c691839d816a45a5ab51fc67d58ecaf20178a87691c30a8f363a
C0167,Cliente 0167,true,09c28cfdda023efd11d37cf4ccc8b78e631994b5979908c961a08d4d053f94b2
C0168,Cliente 0168,false,634899aaaab1a0751025b13bfb63e9c66e5717df97f1e39fd1dc02a575e8e8ac
C0169,Cliente 0169,true,070f0757028e5a11353c6994e5cd261dff36fdb5356bd4a3a2cc496111a6cb8d
C0170,Cliente 0170,true,30158d37a6b47911f5462258663622c9f770636b3823e1b8898d6c47120f9073
C0171,Cliente 0171,false,6fd60525938b30ce47ec47cd9a97718a9d745f0499e68fb9e27295d278f30c75
C0172,Cliente 0172,false,44057e112e0180d78d5100a8139e60c022003bdf22223e31db2dd513d47dc9e2
C0173,Cliente 0173,false,c98a68baacfebfd00b64c7f778946ac19f540fa351c564bb73cef56fe10daf7f
C0174,Cliente 0174,false,df56ed7ee36a78eecef0744aacc0c8d6d29a8e0d3a5aec8929e82ad71a165473
C0175,Cliente 0175,false,b85634b407803bc0ca58e7c8855f67f4356be61ebea4bd3070eebaa01ccc05fb
C0176,Cliente 0176,true,6878f8b8d8e62bb63b381eafe1392ff3d1b53493fef309c505df62f53a1dbeb1
C0177,Cliente 0177,true,9072d192a55bbc945d0e632e863c65f01b2d37db411a088b3756f17e7b04ba28
C0178,Cliente 0178,false,95e07bf76510347fdd1ca0a175187690be814707357939218965afde581aa789
C0179,Cliente 0179,false,67bcab78aff7b3c872d3658e0cf15b0c9077e4ee2c5af116ced72afb5b827cf6
C0180,Cliente 0180,false,7a192e43df64bf12f8246a3027cd6a7c5a7b419725c0d5e8c1d74525d7e9c6c4
C0181,Cliente 0181,false,415027f338feedbab6b5fb580f984cc561e4d22d23243fa9ebba70104117d0e9
C0182,Cliente 0182,false,96b7a5d66df0e1f8cedd5effb0f39495883c31fe79b69867c549bd4933e3db2d
C0183,Cliente 0183,false,205dc99910d6c72c79ca9c41196de074b2f9bcf8dfe64e3908e8094ae6dc91c4
C0184,Cliente 0184,true,341d8bcf6c1a2ab2a9f88690c8080e1779dfc530377333be59ffb2998341bf2e
C0185,Cliente 0185,false,6e8803c635a48189bde06c141cef8fd6c2ef84c8f2ac7903fd6a324bcf5e1d3a
C0186,Cliente 0186,false,7cbc68a8397a8f7a0991093e009999f0c2b2b2213824424b35b87be9daedd3a8
C0187,Cliente 0187,false,c40618df371b16222cffc44035b0e9b775550a51fec418a2c4eef6e69e124d40
C0188,Cliente 0188,true,3969b8342a4cff6800ea3bbb6350930254c1c2dc92f28f314aeb7f0d38ba21df
C0189,Cliente 0189,true,a2c256d1ef3109250bc214561c2a994938f95b10a9e4f075a532a00cf351c804
C0190,Cliente 0190,false,695e16b75059bd954be65e165b86c78dea07998721e3dc63b494d0bfcb1a4f25
C0191,Cliente 0191,false,491796010cc4f23b07133832a79eb78f8ac907dee96089b8634ee0dccef7bd49
C0192,Cliente 0192,true,f416287d6c05411190bff6b55059107f51661d3f642d9791706bcb259186fca0
C0193,Cliente 0193,true,3ebcb75424a803fd756f794927f5848d25f9438f7e6a054a1313a5425794be7a
C0194,Cliente 0194,false,41e9dd18c28ba032105db1f078eebbaa95ff112a0d691b6058cacb07b70d2f88
C0195,Cliente 0195,false,c2db7ef4003bfe8966e56f55a5c65f1aa7b0fda7c2458a628196243091e84658
C0196,Cliente 0196,false,87706605b16539035ccd50b657c79e76ffa9ca48746f733a8b7d64970683a06a
C0197,Cliente 0197,false,403d9c09fb7f3cf4f46d3b41333d9ce6eb232eb870b503a0d7e5da695d9e1fff
C0198,Cliente 0198,true,9cc5fe054497b0bb2b53f0d81440fb9c36af9f6724312aea92cb86ad5b44170b
C0199,Cliente 0199,false,99a75d4f3158d3cb447c09545fd006f81fda51bbcbcaed6fd9c18b7692207156
C0200,Cliente 0200,false,050215acc81203f9dec6b3e312f401d9fb1437d2a493cf9a5c9af68e351347ef
C0201,Cliente 0201,false,02aeb47dad4958f3d32903a233e4de09265a8211b46783f5a57af436d9d586a5
C0202,Cliente 0202,false,1b478bc2b2c7bcc329217fe8038fa1300f9746ef6da3c7e215a75967c86f11ce
C0203,Cliente 0203,false,d36b7f9ac4e239699d3284f16207e6543a12d7e445dee8f455cbfcd800c048d1
C0204,Cliente 0204,true,9ca25ffbe475ac22ec623276f2a97a5ae783c8b80bd7a26fdd5a1ba2b6d4c6b3
C0205,Cliente 0205,false,b9da3246c4743fa2784983a2d69648177ab3d048347a6fe5e2d662cce950267d
C0206,Cliente 0206,true,5b647164eb6be6ee23ce829de33fbca7d5acb18e199cbd0ddb1dea61ba69f14a
C0207,Cliente 0207,false,995052dfa7ade70c285200b3469d8a46d647afb6a17851910001d3b5a3bec2e5
C0208,Cliente 0208,true,a177d78f898078160f743f888518c2edc37cc53897da3033d28280673afb515d
C0209,Cliente 0209,false,f8fec2b9b81451249f79416a4319e3cddfb81b366adfac7ea6c3fc76b8b056cd
C0210,Cliente 0210,false,c7a39dc2fc81eed28c8f6b44b48351eabbf9d6903ced5f14475418c8ff001ae6
C0211,Cliente 0211,true,02a1c22ed53160b9496f4e55bcdd99eda9320abd99daf308b50aa45f62e16c39
C0212,Cliente 0212,false,d35a77355dd5b6c64799a62a2d7eaf02673acb2875a112f8108a60ccc0a7dcf9
C0213,Cliente 0213,false,e780dc4806b9276b769fcb9dd1af5ba16393603bbbc94fc2987bdbe1a3b5953e
C0214,Cliente 0214,false,938f680e409b4b67fe6c4e54ac113f5ff5499d552ade8da7e96017d1a64db072
C0215,Cliente 0215,false,4ab09464ba4f6a2c2e57d8053c493a59d7597aba42b9a9f42185b61a0c67f0dc
C0216,Cliente 0216,false,662f09410dcac07280f5fb7146df085e2f6e2fe21335b64d991b867fbe227430
C0217,Cliente 0217,false,1f9450b4d11650a40cec6a402bdc579dd109d3864875c0a5cecea612ba5c48a5
C0218,Cliente 0218,false,3b21188caa55b73728df0fa4a2a7d95a28429d3df3b4e58314ac8996fd24fdb7
C0219,Cliente 0219,true,b3f591d03068f995e26509daed7d38d5da6d7b8947ee9d2d48728b51e73eb01b
C0220,Cliente 0220,true,cb14814d1b674ce1fc7d6adc8ddcf3b028a146298be14d6cba61b14fa8fc39f6
C0221,Cliente 0221,false,cffbcff1e006c075fab54e5b952f1f46ecd0893a5b4d4a8fa86955c1686b8568
C0222,Cliente 0222,false,d509789a1d8afc7f595f3693507716b17674ecead1dd04cbbf32c3b31e658082
C0223,Cliente 0223,false,59b36a34febb9fdab1f7d7d49b86b80efa11ee139ac12a1855adadf2c0534af7
C0224,Cliente 0224,false,4bee4825c6b63a584fbc3bcb3c9e82f582ded4122e427a4039b6dd1c8d1f6164
C0225,Cliente 0225,true,e51689665a8fe75e6c93a1d821ae4d0bfcd445952ef847dd16548259833c4dd1
C0226,Cliente 0226,false,e0a26da8998114dd11651bc92043246c26cff7a834659e1d603904eaf4737809
C0227,Cliente 0227,false,177551244597d304558b2c5ced996f76b275a8057ab4b562f511d0758298d45a
C0228,Cliente 0228,false,83e152c395cc2df5dae6507be27eec4cc12703a224d0f5c2446d9501f252ce13
C0229,Cliente 0229,true,f1d3ceb0daf12901cd461f7298178413850f9a6741b6a3238e971a635ae65857
C0230,Cliente 0230,false,29b8d61d7e431c3df28fad50d0029a9e86e094f21d8d5972a7ec30482f417106
C0231,Cliente 0231,true,731fe0168232c70a2071c2fce97737f0e2a5ea159941766a6ebf9c15c5f70b85
C0232,Cliente 0232,true,43495e7e0a7408085b68a8605b8818998aaf2665266b8266b30d12e71f22d49f
C0233,Cliente 0233,false,c005b078146818ec6127ec6066cc9f63cf9f4a7f40bfa32c5b154a075f00c3c1
C0234,Cliente 0234,false,a08c742d9eb93007495f56c39c7984704c68709fdb0edfa3d601642ad833418a
C0235,Cliente 0235,true,539d75c781b86e37b7854ee17b7e8ead9f6fcced4b12d721ecc47fc17328f7b8
C0236,Cliente 0236,true,7c9b6b6f37e3fe91d646339c393558fcc87961e86edcd961685360322a514776
C0237,Cliente 0237,false,9fbaedf5144b7a23b83b57eac9d214aa559c5e4c7fb98555f84889ab7ffba30e
C0238,Cliente 0238,true,0f1df41ebc6b4351233585cc9b11f2d6732f6a5e03575168e044158e42ac70c3
C0239,Cliente 0239,false,1f52582f35b90a86837c431e867885297242a4c70de78f14ab2fc812de4f626b
C0240,Cliente 0240,false,d43afcbdcfd7dfa453891e0d8fc3a1a29d810c82a9ad011f20f51a6cbaeb6262
C0241,Cliente 0241,false,ed701f2a51d0bac23e3b4cd8478c015b360fd6fa34d482cf78163a0d6a99496c
C0242,Cliente 0242,false,b8cee5c222bd50f6fd21b8328c0477838e4089a689590174ffa04f8cf57b53c6
C0243,Cliente 0243,false,6c72fb23ec11f4768b288916a4e7411ee0e1324dde208f0769f1cff6d2462aab
C0244,Cliente 0244,false,835b40ea426b54196780de6555ab54f816d87134d201d3576ff8701a49f2e298
C0245,Cliente 0245,true,4cea8d52c4cdf19ab185317b29664523302112521547f9e3655dca86e8f32b3b
C0246,Cliente 0246,false,b306ec268bb654cf192e939048d85add0a3550fc6ce5342a0b84bcb016182ce7
